State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Rajasthan,Ganganagar,"Suratgarh APMC",Guar,Gwar,FAQ,31/12/2025,5425,5680,5650
Rajasthan,Jhunjhunu,"Surajgarh APMC",Cowpea(Lobia/Karamani),Other,FAQ,31/12/2025,5500,5500,5500
Punjab,Bhatinda,"Bhucho APMC",Cauliflower,Local,Local,31/12/2025,500,500,500
Punjab,Bhatinda,"Bhucho APMC",Onion,Onion,Local,31/12/2025,1200,1200,1200
"Uttar Pradesh",Saharanpur,"Saharanpur APMC",Paddy(Basmati),SuperFine(Basmati),FAQ,31/12/2025,3000,3400,3200
"Uttar Pradesh",Saharanpur,"Saharanpur APMC",Paddy(Common),Common,FAQ,31/12/2025,1900,2400,2369
"Uttar Pradesh",Saharanpur,"Saharanpur APMC",Gur(Jaggery),Yellow,FAQ,31/12/2025,3800,4300,4050
Punjab,Hoshiarpur,"Garh Shankar APMC",Carrot,Carrot,Local,31/12/2025,800,800,800
Punjab,Hoshiarpur,"Garh Shankar APMC",Chikoos(Sapota),Sapota,Medium,31/12/2025,5500,5500,5500
Punjab,Ludhiana,"Doraha APMC",Potato,Desi,Local,31/12/2025,500,800,700
Punjab,Ludhiana,"Doraha APMC",Cauliflower,Local,Local,31/12/2025,500,500,500
Punjab,Ludhiana,"Sahnewal APMC",Tomato,Tomato,FAQ,31/12/2025,4400,4400,4400
Punjab,Moga,"Nihal Singh Wala APMC",Raddish,Other,FAQ,31/12/2025,500,500,500
Punjab,Moga,"Nihal Singh Wala APMC",Potato,Potato,FAQ,31/12/2025,800,800,800
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib APMC",Carrot,Other,Medium,31/12/2025,3000,3000,3000
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib APMC","Green Chilli",Other,Medium,31/12/2025,3800,3800,3800
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib APMC",Spinach,Other,Medium,31/12/2025,1500,1500,1500
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib APMC",Banana,Other,Medium,31/12/2025,2900,2900,2900
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib APMC",Pomegranate,Other,Medium,31/12/2025,9000,9000,9000
Punjab,Jalandhar,"Bhogpur APMC",Cauliflower,Cauliflower,FAQ,31/12/2025,400,400,400
Punjab,Jalandhar,"Bhogpur APMC",Raddish,Raddish,FAQ,31/12/2025,1000,1000,1000
Odisha,Gajapati,"Parlakhemundi APMC",Cabbage,Cabbage,"Grade Range-1",31/12/2025,1300,1500,1400
Odisha,Gajapati,"Parlakhemundi APMC",Tomato,Local,"Grade Range-1",31/12/2025,3800,4000,3900
Odisha,Boudh,"Boudh APMC","Bitter gourd",Other,Local,31/12/2025,3000,4000,3500
Odisha,Sambalpur,"Kuchinda APMC",Brinjal,Brinjal,Local,31/12/2025,2500,2500,2500
"Madhya Pradesh",Jabalpur,"Shahpura(Jabalpur) APMC","Kodo Millet(Varagu)",Kondo,FAQ,31/12/2025,2025,2025,2025
Odisha,Dhenkanal,"Kamakhyanagar APMC","Bhindi(Ladies Finger)",Bhindi,"Grade A",31/12/2025,28000,28000,28000
Odisha,Dhenkanal,"Kamakhyanagar APMC",Cabbage,Cabbage,"Grade A",31/12/2025,10000,10000,10000
Punjab,Sangrur,"Ahmedgarh APMC",Cauliflower,Local,Local,31/12/2025,700,800,800
Punjab,Sangrur,"Ahmedgarh APMC",Potato,Local,Local,31/12/2025,700,800,800
Gujarat,Surat,"Songadh APMC",Guar,Gwar,FAQ,31/12/2025,7500,7500,7500
Punjab,Bhatinda,"Talwandi Sabo APMC",Cabbage,Other,"Grade A",31/12/2025,900,1100,1000
Punjab,Bhatinda,"Talwandi Sabo APMC","Green Chilli","Green Chilly","Grade A",31/12/2025,2800,3200,3000
"West Bengal",Murshidabad,"Jangipur APMC",Maize,Other,FAQ,31/12/2025,2200,2300,2245
"West Bengal",Murshidabad,"Jangipur APMC","Green Chilli",Other,FAQ,31/12/2025,5000,5200,5100
"West Bengal",Murshidabad,"Jangipur APMC",Brinjal,Other,FAQ,31/12/2025,3000,3150,3100
Punjab,Mohali,"Dera Bassi APMC",Cauliflower,Other,Local,31/12/2025,1000,1000,1000
Gujarat,Rajkot,"Jetpur(Dist.Rajkot) APMC","Sesamum(Sesame,Gingelly,Til)",Sesame,FAQ,31/12/2025,7500,10500,9500
Gujarat,Rajkot,"Jetpur(Dist.Rajkot) APMC",Groundnut,Bold,FAQ,31/12/2025,5105,6805,5850
Gujarat,Rajkot,"Jetpur(Dist.Rajkot) APMC","Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,31/12/2025,4750,5075,5000
Gujarat,Rajkot,"Jetpur(Dist.Rajkot) APMC","Corriander seed","Coriander Seed",FAQ,31/12/2025,5750,10005,9625
Gujarat,Morbi,"Vankaner APMC",Soanf,Soanf,FAQ,31/12/2025,6000,7750,7250
Gujarat,Morbi,"Vankaner APMC",Wheat,Lokwan,FAQ,31/12/2025,2350,2550,2500
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Maize,"Deshi Red",Local,31/12/2025,2000,2600,2300
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Apple,American,Local,31/12/2025,15000,18000,16500
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Banana,Besrai,Local,31/12/2025,4000,8000,6000
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,31/12/2025,2800,3100,2950
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Garlic,Average,Local,31/12/2025,11000,17500,14250
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,31/12/2025,2500,3000,2750
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,31/12/2025,3600,4200,3900
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Tapioca,Tapioca,Local,31/12/2025,2500,3000,2750
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,31/12/2025,4000,4500,4250
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,31/12/2025,3000,3600,3300
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,31/12/2025,2000,2600,2300
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC","Green Avare(W)","Avare (W)",Local,31/12/2025,3000,3400,3200
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Pomegranate,Pomogranate,Local,31/12/2025,15000,20000,17500
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC","Custard Apple(Sharifa)","Custard Apple(Sharifa)",Local,31/12/2025,3500,4000,3750
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,31/12/2025,5500,6000,5750
Tripura,Gomati,"Nutanbazar APMC",Cucumbar(Kheera),Cucumbar,FAQ,31/12/2025,3850,4000,3950
Tripura,"North Tripura","Dasda APMC",Potato,Other,FAQ,31/12/2025,1500,1700,1600
"Uttar Pradesh",Prayagraj,"Ajuha APMC","Bottle gourd","Bottle Gourd",FAQ,31/12/2025,1430,1580,1500
"Uttar Pradesh",Chandauli,"Chandoli APMC","Green Chilli","Green Chilly",FAQ,31/12/2025,2900,3050,2960
"Uttar Pradesh",Chandauli,"Chandoli APMC",Raddish,Raddish,FAQ,31/12/2025,600,750,660
"Uttar Pradesh",Hathras,"Haathras APMC",Potato,Desi,FAQ,31/12/2025,700,850,790
"Uttar Pradesh",Hathras,"Haathras APMC",Carrot,Carrot,FAQ,31/12/2025,850,950,900
"Uttar Pradesh",Hathras,"Haathras APMC",Banana,"Banana - Ripe",Medium,31/12/2025,2300,2450,2370
"Uttar Pradesh",Hathras,"Haathras APMC",Pomegranate,Pomogranate,Medium,31/12/2025,7850,8000,7900
"Uttar Pradesh",Hathras,"Haathras APMC",Maize,Hybrid/Local,FAQ,31/12/2025,2350,2450,2400
"Uttar Pradesh",Hathras,"Haathras APMC","Black Gram Dal(Urd Dal)","Black Gram Dal",FAQ,31/12/2025,9900,9940,9920
"Uttar Pradesh",Lakhimpur,"Golagokarnath APMC",Gur(Jaggery),Yellow,FAQ,31/12/2025,3650,3750,3710
"Uttar Pradesh",Pillibhit,"Puranpur APMC",Potato,Potato,"Grade B",31/12/2025,750,840,790
"Uttar Pradesh",Pillibhit,"Puranpur APMC",Onion,Red,"Grade B",31/12/2025,1185,1265,1225
"Uttar Pradesh",Farukhabad,"Kayamganj APMC",Ginger(Green),"Green Ginger",FAQ,31/12/2025,4150,4150,4150
"Uttar Pradesh",Farukhabad,"Kayamganj APMC",Pumpkin,Pumpkin,FAQ,31/12/2025,1450,1450,1450
"Uttar Pradesh",Farukhabad,"Kayamganj APMC",Tomato,Deshi,FAQ,31/12/2025,2450,2450,2450
"Uttar Pradesh",Etawah,"Bharthna APMC",Mustard,"Lohi Black",FAQ,31/12/2025,6680,6780,6730
"Uttar Pradesh",Etawah,"Bharthna APMC","Mustard Oil","Mustard Oil",FAQ,31/12/2025,15250,15450,15350
"Uttar Pradesh",Etawah,"Bharthna APMC",Gur(Jaggery),Other,FAQ,31/12/2025,4150,4350,4250
"Uttar Pradesh",Etawah,"Bharthna APMC",Cauliflower,Cauliflower,FAQ,31/12/2025,1000,1200,1100
"Uttar Pradesh",Etawah,"Bharthna APMC",Cabbage,Cabbage,FAQ,31/12/2025,1010,1210,1110
"Uttar Pradesh",Raebarelli,"Jayas APMC",Rice,Common,FAQ,31/12/2025,3160,3200,3185
"Uttar Pradesh",Raebarelli,"Jayas APMC",Ginger(Green),"Green Ginger",FAQ,31/12/2025,4250,4270,4260
"Uttar Pradesh",Raebarelli,"Jayas APMC",Onion,Red,FAQ,31/12/2025,1250,1325,1300
"Himachal Pradesh",Mandi,"PMY Kangni Mandi",Kinnow,Kinnow,"Grade B",31/12/2025,2600,3500,3200
"Himachal Pradesh",Mandi,"PMY Kangni Mandi","Bitter gourd","Bitter Gourd","Grade B",31/12/2025,7000,7000,7000
"Himachal Pradesh",Mandi,"PMY Kangni Mandi","Bottle gourd","Bottle Gourd","Grade B",31/12/2025,1500,2500,2000
"Himachal Pradesh",Mandi,"PMY Kangni Mandi",Ginger(Green),"Green Ginger","Grade B",31/12/2025,5500,7000,6000
"Himachal Pradesh",Mandi,"PMY Kangni Mandi","Green Chilli","Green Chilly","Grade B",31/12/2025,3200,8000,5000
"Himachal Pradesh",Mandi,"PMY Kangni Mandi",Colacasia,Colacasia,"Grade B",31/12/2025,3000,3000,3000
"Himachal Pradesh",Mandi,"PMY Kangni Mandi",Pumpkin,Pumpkin,"Grade B",31/12/2025,2000,2000,2000
"Uttar Pradesh",Bulandshahar,"Khurja APMC",Mustard,Sarson(Black),FAQ,31/12/2025,6780,6980,6880
"Uttar Pradesh",Bulandshahar,"Khurja APMC",Gur(Jaggery),Other,FAQ,31/12/2025,4000,4300,4140
"Uttar Pradesh",Bulandshahar,"Khurja APMC",Cucumbar(Kheera),Cucumbar,FAQ,31/12/2025,2000,2200,2100
"Uttar Pradesh",Bulandshahar,"Khurja APMC","Green Chilli","Green Chilly",FAQ,31/12/2025,2900,3300,3100
"Uttar Pradesh",Bulandshahar,"Khurja APMC",Tomato,Hybrid,FAQ,31/12/2025,2500,2900,2750
"Uttar Pradesh",Aligarh,"Charra APMC",Pumpkin,Pumpkin,FAQ,31/12/2025,2000,2100,2050
"Uttar Pradesh",Aligarh,"Charra APMC","Bottle gourd","Bottle Gourd",FAQ,31/12/2025,2600,2700,2650
"Uttar Pradesh",Aligarh,"Charra APMC","Green Chilli","Green Chilly",FAQ,31/12/2025,2600,2700,2650
"Uttar Pradesh",Mainpuri,"Ghiraur APMC",Onion,Red,FAQ,31/12/2025,1530,1530,1530
"Uttar Pradesh",Mainpuri,"Ghiraur APMC",Brinjal,Round,FAQ,31/12/2025,1150,1150,1150
"Uttar Pradesh",Mainpuri,"Ghiraur APMC",Tomato,Hybrid,FAQ,31/12/2025,2425,2425,2425
"Uttar Pradesh",Aligarh,"Khair APMC","Bottle gourd","Bottle Gourd","Grade B",31/12/2025,1400,1400,1400
"Uttar Pradesh",Barabanki,"Safdarganj APMC",Paddy(Common),Common,FAQ,31/12/2025,2320,2320,2320
"Uttar Pradesh",Barabanki,"Safdarganj APMC",Banana,"Banana - Ripe",Medium,31/12/2025,2530,2530,2530
"Uttar Pradesh",Barabanki,"Safdarganj APMC","Mustard Oil","Mustard Oil",FAQ,31/12/2025,15400,15400,15400
"Uttar Pradesh",Barabanki,"Safdarganj APMC",Cabbage,Cabbage,FAQ,31/12/2025,950,950,950
"Uttar Pradesh",Barabanki,"Safdarganj APMC",Lentil(Masur)(Whole),"Kala Masoor New",FAQ,31/12/2025,7100,7100,7100
"Uttar Pradesh",Barabanki,"Safdarganj APMC",Brinjal,Brinjal,FAQ,31/12/2025,1950,1950,1950
"Uttar Pradesh",Barabanki,"Safdarganj APMC",Potato,F.A.Q.,FAQ,31/12/2025,820,820,820
"Uttar Pradesh",Bahraich,"Naanpara APMC",Wheat,Dara,FAQ,31/12/2025,2400,2500,2450
"Uttar Pradesh",Bahraich,"Naanpara APMC",Paddy(Common),Paddy,FAQ,31/12/2025,2000,2100,2040
"Uttar Pradesh",Bahraich,"Naanpara APMC",Potato,Potato,Medium,31/12/2025,1000,1100,1050
"Uttar Pradesh",Bahraich,"Naanpara APMC","Banana - Green","Banana - Green",Medium,31/12/2025,560,600,580
"Uttar Pradesh",Bahraich,"Naanpara APMC",Pumpkin,Pumpkin,Medium,31/12/2025,1000,1150,1100
"Uttar Pradesh",Balrampur,"Tulsipur APMC",Pumpkin,Pumpkin,FAQ,31/12/2025,1750,1800,1775
"Uttar Pradesh",Balrampur,"Tulsipur APMC",Apple,"Kasmir/Shimla - II",Medium,31/12/2025,6000,6080,6030
"Uttar Pradesh",Jaunpur,"Shahganj APMC",Raddish,Raddish,FAQ,31/12/2025,680,745,715
"Uttar Pradesh",Jaunpur,"Shahganj APMC","Green Chilli","Green Chilly",FAQ,31/12/2025,3020,3115,3070
"Uttar Pradesh",Jaunpur,"Mugrabaadshahpur APMC",Paddy(Common),Paddy,FAQ,31/12/2025,2369,2369,2369
"Uttar Pradesh",Jaunpur,"Mugrabaadshahpur APMC",Gur(Jaggery),Red,FAQ,31/12/2025,4720,4920,4820
"Uttar Pradesh",Jaunpur,"Mugrabaadshahpur APMC",Mustard,Sarson(Black),FAQ,31/12/2025,6760,6960,6860
"Uttar Pradesh",Jaunpur,"Mugrabaadshahpur APMC",Cabbage,Cabbage,FAQ,31/12/2025,1120,1320,1220
"Tamil Nadu",Dindigul,"Vedasanthur(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,31/12/2025,4000,5000,4500
Gujarat,Vadodara(Baroda),"Padra APMC",Cauliflower,Other,FAQ,31/12/2025,800,1250,1000
Gujarat,Vadodara(Baroda),"Padra APMC",Cucumbar(Kheera),Other,FAQ,31/12/2025,2000,2500,2250
Gujarat,Vadodara(Baroda),"Padra APMC",Potato,Other,FAQ,31/12/2025,1500,3000,2250
Gujarat,Vadodara(Baroda),"Padra APMC",Raddish,Other,FAQ,31/12/2025,800,1000,900
"Uttar Pradesh","Jalaun (Orai)","Jalaun APMC",Tomato,Deshi,FAQ,31/12/2025,2500,2500,2500
Punjab,Ferozpur,"Zira APMC","Tender Coconut",Other,"Grade A",31/12/2025,3000,3000,3000
Haryana,Panchkula,"Raipur Rai APMC",Brinjal,Other,Local,31/12/2025,1400,1600,1400
Haryana,Panchkula,"Raipur Rai APMC",Capsicum,Capsicum,Local,31/12/2025,1700,1800,1700
Haryana,Panchkula,"Raipur Rai APMC",Carrot,Carrot,Local,31/12/2025,1200,1400,1200
Haryana,Panchkula,"Raipur Rai APMC",Colacasia,Other,Local,31/12/2025,1700,1800,1700
Haryana,Panchkula,"Raipur Rai APMC",Coriander(Leaves),Coriander,Local,31/12/2025,30,32,30
Haryana,Panchkula,"Raipur Rai APMC",Ginger(Green),"Green Ginger",Local,31/12/2025,4000,4200,4000
Haryana,Panchkula,"Raipur Rai APMC","Green Chilli",Other,Local,31/12/2025,2800,2900,2800
Haryana,Panchkula,"Raipur Rai APMC",Spinach,Spinach,Local,31/12/2025,500,650,500
Gujarat,Navsari,"Chikhali APMC",Chikoos(Sapota),Other,Large,31/12/2025,2905,7655,5280
Haryana,"Yamuna Nagar","Radaur APMC","Bottle gourd",Other,Local,31/12/2025,1600,1800,1700
Haryana,"Yamuna Nagar","Radaur APMC",Guava,Other,Medium,31/12/2025,2700,2900,2800
Haryana,"Yamuna Nagar","Radaur APMC","Mousambi(Sweet Lime)",Other,Medium,31/12/2025,2500,2700,2600
Haryana,"Yamuna Nagar","Radaur APMC",Ginger(Green),Other,Medium,31/12/2025,5600,5800,5700
Haryana,"Yamuna Nagar","Radaur APMC",Cabbage,Other,Local,31/12/2025,1400,1600,1500
Haryana,"Yamuna Nagar","Radaur APMC",Raddish,Other,Local,31/12/2025,400,500,450
Haryana,"Yamuna Nagar","Radaur APMC",Spinach,Other,Local,31/12/2025,600,800,700
"Uttar Pradesh",Bulandshahar,"Gulavati APMC",Carrot,Carrot,FAQ,31/12/2025,2500,2700,2600
"Uttar Pradesh",Bulandshahar,"Gulavati APMC",Garlic,Desi,FAQ,31/12/2025,6100,6300,6200
"Uttar Pradesh",Bulandshahar,"Gulavati APMC",Onion,Onion,FAQ,31/12/2025,1500,1700,1600
"Uttar Pradesh",Bulandshahar,"Gulavati APMC","Green Chilli","Green Chilly",FAQ,31/12/2025,2100,2300,2200
Haryana,Mewat,"Tauru APMC",Banana,Other,Medium,31/12/2025,2000,2000,2000
Gujarat,Surendranagar,"Dhragradhra APMC","Castor Seed","Castor seed",Local,31/12/2025,6090,6545,6450
Gujarat,Surendranagar,"Dhragradhra APMC",Cotton,RCH-2,Local,31/12/2025,5525,7500,6900
Gujarat,Surendranagar,"Dhragradhra APMC",Soanf,Soanf,Local,31/12/2025,6600,6600,6600
Rajasthan,Jodhpur,"Jodhpur (F&V) APMC",Chikoos(Sapota),Other,Medium,31/12/2025,1500,3500,2500
Rajasthan,Jodhpur,"Jodhpur (F&V) APMC",Potato,Potato,Medium,31/12/2025,300,800,550
Punjab,Mohali,"Kharar APMC",Carrot,Carrot,Local,31/12/2025,800,1200,1000
Punjab,Mohali,"Kharar APMC",Raddish,Raddish,Local,31/12/2025,700,1000,800
"Madhya Pradesh",Badwani,"Sendhwa APMC",Maize,Local,Non-FAQ,31/12/2025,1575,1675,1675
Assam,Nagaon,"Dhing APMC",Cabbage,Cabbage,FAQ,31/12/2025,1450,1800,1560
Assam,Nagaon,"Dhing APMC",Brinjal,Brinjal,FAQ,31/12/2025,1550,1920,1700
Assam,Nagaon,"Dhing APMC",Capsicum,Capsicum,FAQ,31/12/2025,2200,2640,2340
Rajasthan,Beawar,"Bijaynagar APMC",Jowar(Sorghum),Other,Local,31/12/2025,2400,2800,2600
Rajasthan,Beawar,"Bijaynagar APMC","Black Gram(Urd Beans)(Whole)",Other,Local,31/12/2025,4000,6200,5000
Rajasthan,Ajmer,"Madanganj Kishangarh APMC","Green Gram(Moong)(Whole)",Other,Local,31/12/2025,2000,6300,4260
Rajasthan,Ajmer,"Madanganj Kishangarh APMC","Bengal Gram(Gram)(Whole)",Other,Local,31/12/2025,5141,5170,5170
Rajasthan,Ajmer,"Madanganj Kishangarh APMC","Cummin Seed(Jeera)",Other,Local,31/12/2025,17451,17500,17451
Rajasthan,Ajmer,"Madanganj Kishangarh APMC",Maize,Other,Local,31/12/2025,3566,3800,3566
Assam,Kokrajhar,"Gossaigaon APMC","Green Chilli","Green Chilly",FAQ,31/12/2025,6000,6500,6200
Assam,Kokrajhar,"Gossaigaon APMC",Raddish,Raddish,Local,31/12/2025,1000,1200,1100
Assam,Sibsagar,"Sonari APMC","Peas Wet","Peas Wet",FAQ,31/12/2025,4800,5000,4900
Assam,Sibsagar,"Sonari APMC",Papaya(Raw),"Papaya (Raw)",FAQ,31/12/2025,1500,1700,1600
Assam,Sibsagar,"Sonari APMC","Bitter gourd","Bitter Gourd",FAQ,31/12/2025,4400,4800,4600
Assam,Sibsagar,"Sonari APMC",Lemon,Lemon,FAQ,31/12/2025,5,6,5.5
Assam,Kamrup,"Fancy Bazaar APMC","Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,31/12/2025,8450,10500,9350
Assam,Kamrup,"Fancy Bazaar APMC","Mustard Oil","Mustard Oil",FAQ,31/12/2025,18333.33425,19666.66765,19000.00095
Assam,Kamrup,"Fancy Bazaar APMC",Ghee,Ghee,FAQ,31/12/2025,12000.0006,13333.334,12333.33395
Assam,Kamrup,"Fancy Bazaar APMC","Green Peas","Green Peas",FAQ,31/12/2025,4850,6050,5550
Assam,Kamrup,"Fancy Bazaar APMC","Green Peas","Gemin Peas Dal",FAQ,31/12/2025,5100,6200,5600
Assam,Kamrup,"Fancy Bazaar APMC","Dry Chillies","Dry Chillies",FAQ,31/12/2025,26500,32500,29000
Assam,Kamrup,"Fancy Bazaar APMC","Green Gram Dal(Moong Dal)","Green Gram Dal",FAQ,31/12/2025,8600,10700,9800
Assam,Nagaon,"Ambagan APMC",Cabbage,Cabbage,FAQ,31/12/2025,1800,2200,2000
Assam,Nagaon,"Ambagan APMC",Brinjal,Brinjal,FAQ,31/12/2025,2200,2700,2400
Assam,Nagaon,"Haibargaon APMC",Pumpkin,Pumpkin,FAQ,31/12/2025,1250,1470,1350
Assam,Nagaon,"Haibargaon APMC",Tomato,Tomato,FAQ,31/12/2025,2700,3000,2900
Assam,Goalpara,"Goalpara APMC",Cabbage,Cabbage,FAQ,31/12/2025,800,1200,1000
Assam,Goalpara,"Goalpara APMC",Ginger(Green),"Green Ginger",FAQ,31/12/2025,4000,5000,4500
Assam,Goalpara,"Goalpara APMC","Knool Khol","Knool Khol",Local,31/12/2025,1800,2200,2000
Assam,Goalpara,"Goalpara APMC",Lemon,Lemon,FAQ,31/12/2025,3.5,3.75,3.75
Assam,Sibsagar,"Sibsagar APMC","Bitter gourd","Bitter Gourd",FAQ,31/12/2025,4000,4800,4700
Assam,Sibsagar,"Sibsagar APMC",Pumpkin,Pumpkin,FAQ,31/12/2025,35,40,37
Assam,Nagaon,"Doomdumia APMC",Cabbage,Cabbage,FAQ,31/12/2025,1500,1800,1650
Assam,Nagaon,"Doomdumia APMC",Pumpkin,Pumpkin,FAQ,31/12/2025,1250,1550,1400
Assam,Nagaon,"Doomdumia APMC",Carrot,Carrot,FAQ,31/12/2025,1900,2500,2200
Assam,Hojai,"Gandhimaidan APMC",Garlic,Garlic,FAQ,31/12/2025,12000,14000,13000
"Uttar Pradesh",Ayodhya,"Ayodhya APMC",Paddy(Common),Common,Local,31/12/2025,2280,2370,2300
"Uttar Pradesh",Ayodhya,"Ayodhya APMC",Banana,"Banana - Ripe",Medium,31/12/2025,1970,2100,2020
Punjab,Sangrur,"Lehra Gaga APMC",Brinjal,Other,"Grade A",31/12/2025,3000,3000,3000
Punjab,Sangrur,"Lehra Gaga APMC",Capsicum,Other,"Grade A",31/12/2025,50000,50000,50000
Punjab,Sangrur,"Lehra Gaga APMC",Carrot,Other,"Grade A",31/12/2025,20000,20000,20000
Punjab,Sangrur,"Lehra Gaga APMC",Cauliflower,Other,"Grade A",31/12/2025,1000,1000,1000
Punjab,Sangrur,"Lehra Gaga APMC",Onion,Other,"Grade A",31/12/2025,2000,2000,2000
"Himachal Pradesh",Bilaspur,"PMY Bilaspur",Potato,Other,"Grade B",31/12/2025,800,1200,1000
"Himachal Pradesh",Bilaspur,"PMY Bilaspur",Kinnow,Other,"Grade C",31/12/2025,4000,4200,4100
"Himachal Pradesh",Bilaspur,"PMY Bilaspur","Peas cod","Peas cod","Grade B",31/12/2025,3000,3500,3200
"Himachal Pradesh",Bilaspur,"PMY Bilaspur",Tomato,Other,"Grade B",31/12/2025,4500,6000,5000
"Uttar Pradesh",Ghaziabad,"Noida APMC",Brinjal,Round/Long,FAQ,31/12/2025,1500,1650,1580
"Uttar Pradesh",Ghaziabad,"Noida APMC",Cabbage,Cabbage,FAQ,31/12/2025,1100,1250,1180
Gujarat,Surat,"Surat APMC",Drumstick,Drumstick,FAQ,31/12/2025,8000,20000,14000
Gujarat,Surat,"Surat APMC",Cauliflower,Cauliflower,FAQ,31/12/2025,1500,3500,2500
Gujarat,Surat,"Surat APMC","Green Chilli","Green Chilly",FAQ,31/12/2025,2500,6000,4250
Gujarat,Surat,"Surat APMC","Little gourd(Kundru)",Other,FAQ,31/12/2025,3000,8000,5500
Gujarat,Surat,"Surat APMC","Surat Beans(Papadi)",Other,FAQ,31/12/2025,3000,4500,3750
Gujarat,Surat,"Surat APMC","Peas cod",Other,FAQ,31/12/2025,1500,2200,1850
Gujarat,Surat,"Surat APMC","Pointed gourd(Parval)",Other,FAQ,31/12/2025,5000,8000,6500
Haryana,Fatehabad,"Fatehabad APMC",Banana,Other,Local,31/12/2025,1600,1600,1600
Haryana,Fatehabad,"Fatehabad APMC",Chikoos(Sapota),Other,Local,31/12/2025,3000,3000,3000
Haryana,Fatehabad,"Fatehabad APMC",Cucumbar(Kheera),Other,Local,31/12/2025,1000,1000,1000
"Jammu and Kashmir",Udhampur,"Udhampur APMC",Raddish,Other,"Grade B",31/12/2025,700,700,700
"Jammu and Kashmir",Udhampur,"Udhampur APMC",Apple,Apple,"Grade B",31/12/2025,7000,7000,7000
Kerala,Kannur,"Payyannur APMC","Coconut Seed","Coconut Seed",Local,31/12/2025,5300,5500,5400
Kerala,Palakad,"Palakkad APMC","Green Gram(Moong)(Whole)","Green Gram Dhall-I",FAQ,31/12/2025,12500,13500,13100
Kerala,Palakad,"Palakkad APMC","Green Peas","Green Peas",FAQ,31/12/2025,11900,13000,12500
Kerala,Palakad,"Palakkad APMC",Amaranthus,Amaranthus,FAQ,31/12/2025,2000,3000,2600
Kerala,Palakad,"Palakkad APMC",Cowpea(Lobia/Karamani),"Cowpea (Whole)",FAQ,31/12/2025,8500,10000,9300
Kerala,Palakad,"Palakkad APMC","Bitter gourd","Bitter Gourd",FAQ,31/12/2025,4000,5000,4600
Kerala,Palakad,"Palakkad APMC",Colacasia,Other,FAQ,31/12/2025,4500,5500,5100
Kerala,Palakad,"Palakkad APMC",Garlic,Garlic,FAQ,31/12/2025,15000,16000,15600
Kerala,Palakad,"Palakkad APMC","Cluster beans","Cluster Beans",FAQ,31/12/2025,2800,3500,3200
Kerala,Palakad,"Palakkad APMC",Cowpea(Veg),"Cowpea (Veg)",FAQ,31/12/2025,4000,5000,4600
Kerala,Palakad,"Palakkad APMC","Elephant Yam(Suran)/Amorphophallus",Other,FAQ,31/12/2025,2000,3000,2600
Kerala,Palakad,"Palakkad APMC","Little gourd(Kundru)",Other,FAQ,31/12/2025,3500,4500,4100
Kerala,Palakad,"Palakkad APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",FAQ,31/12/2025,7000,8000,7600
Kerala,Palakad,"Palakkad APMC",Onion,Big,FAQ,31/12/2025,3200,4000,3700
Kerala,Palakad,"Palakkad APMC",Pumpkin,Pumpkin,FAQ,31/12/2025,1000,2000,1600
Kerala,Palakad,"Palakkad APMC","Sweet Potato","Sweet Potato",FAQ,31/12/2025,2200,3000,2700
